Item No.,Location Code,Description,Category,Subcategory,On_Hand_Display,Stock_Value,Last Posting Date,Status,Days Dormant
PWD-064,LF-HAR-E57,Wawa Urea (2507),UREA,,4463,470800.0,29-10-2025,Slow-Moving,87
9376-W,LD-PAT-021,,MODULAR,STATUS,4680,467507.36,10-11-2025,Slow-Moving,75
3201-W,LF-SIL-017,Gold Mini Step Fan Regulator - W,NON-MODULAR,GOLD,2766,465122.12,12-11-2025,Slow-Moving,73
22076-G,IN_TRANSIT,Status Mini Step Fan Regulator (Grey) - G,MODULAR,STATUS - GREY ACC,4417,463860.93,13-11-2025,Slow-Moving,72
MCB-4640,LF-DEL-01,,MCB,,1690,462000.0,11-11-2025,Slow-Moving,74
17612-CL,IN_TRANSIT,Skylight 12W LED Lunar Bulb - CL,LIGHTING,SKYLIGHT LED,9669,459566.94,10-11-2025,Slow-Moving,75
18512-W,IN_TRANSIT,Estella 12M Plate - W,MODULAR,ESTELLA,4743,458357.26,13-11-2025,Slow-Moving,72
MLWM-4381-B,LF-SIL-017,Lite Combine 6/16A Junction Box  -  With Material,MOULDING WITH MTRL,,30267,457181.8,02-11-2025,Slow-Moving,83
PWD-063,LF-SIL-017,Gold Urea (2205) for 16A,UREA,,4206,455327.04000000004,12-11-2025,Slow-Moving,73
SFG-22041-HAR-G,LF-HAR-E57,SFG - Status Universal Socket 6/16A (Grey) - HAR,SFG,,41167,454644.48,11-11-2025,Slow-Moving,74
9601-W,LD-GWA-010,Status Flat 1 Way Switch 6AX - W,MODULAR,STATUS,34812,453447.63,06-11-2025,Slow-Moving,79
19076-G,IN_TRANSIT,Estella Universal Socket 6/16A (Grey) - G,MODULAR,ESTELLA,6945,453314.04,13-11-2025,Slow-Moving,72
22036-G,LD-RAI-022,Status 3 Pin Socket 6A (Grey) - G,MODULAR,STATUS,4770,453089.56999999995,10-11-2025,Slow-Moving,75
MCB-212,LF-DEL-01,"Copper Wire (13,14 No  -  32A)",MCB,,184,451628.41,15-10-2025,Slow-Moving,101
10303-W,LF-HAR-E57,Solo 3M Plate - W,MODULAR,STATUS,20660,451358.84,12-11-2025,Slow-Moving,73
17609-CL,LW-BHI-58,,LIGHTING,SKYLIGHT LED,5400,449537.12,08-11-2025,Slow-Moving,77
SFG-9506-MUM-W,LF-AND-28,,SFG,,27006,448539.5,12-11-2025,Slow-Moving,73
C-127,LF-HAR-E57,Estella (Roma) 32 DP Zula with Rivet (4.3 x 1.3 x 0.4) Zula 0.9 mm Copper,CUTTING,,70000,448000.0,06-10-2025,Slow-Moving,110
10306-W,LF-HAR-E57,,MODULAR,STATUS,6810,444560.5,12-11-2025,Slow-Moving,73
6612-W,IN_TRANSIT,Metal Concealed Box 12M - W,MODULAR,MODULAR BOXES,6823,444402.01,13-11-2025,Slow-Moving,72
4296-MW,IN_TRANSIT,Gold Double Combine 16A with Box & Ind. - MW,NON-MODULAR,GOLD,3156,444217.13,13-11-2025,Slow-Moving,72
21036-W,LF-HAR-E57,Teron 3 Pin Socket 6A - W,MODULAR,TERON,27180,444133.9,12-11-2025,Slow-Moving,73
9251-W,LD-CEN-003,Status 1 Way Switch 6AX - W,MODULAR,STATUS,48156,444131.94000000006,13-11-2025,Slow-Moving,72
1204-W,IN_TRANSIT,,MODULAR,STATUS,10302,443902.17,12-11-2025,Slow-Moving,73
24108-W,LF-DEL-01,Bold DBS 8 Way Double Door SPN - W,MCB,ASSURE MCB,409,443755.18,01-09-2025,Slow-Moving,145
MCB-24731,LF-DEL-01,,MCB,,1373,443479.0,12-11-2025,Slow-Moving,73
SFG-9061-HAR-MW,LF-HAR-E57,SFG - Wawa Mini Dimmer,SFG,,5910,443200.5,29-10-2025,Slow-Moving,87
SFG-9601-HAR-W,LF-HAR-E57,SFG - Status Flat 1 Way Switch 6AX - HAR,SFG,,825972,442998.56,13-11-2025,Slow-Moving,72
SFG-1208-W,LF-VAS-006,,SFG,,1288,440789.0,13-11-2025,Slow-Moving,72
5363-W,LF-DEL-01,TripRite R.C.C.B 63A D.P.  (100mA) - W,MCB,TRIPRITE MCB,66,440732.82,01-09-2025,Slow-Moving,145
6608-W,IN_TRANSIT,,MODULAR,MODULAR BOXES,8166,438667.89,13-11-2025,Slow-Moving,72
SFG-1991-SIL-MW,LF-SIL-017,,SFG,,11591,435705.69,13-11-2025,Slow-Moving,72
D-C-9376,LF-AND-28,,DIMMER,,9550,435500.0,13-11-2025,Slow-Moving,72
B-003,LF-SIL-017,Stud 4.5mm (0.058 kg),BRASS,,9385,434732.37,11-11-2025,Slow-Moving,74
MLWM-4276-S,LF-SIL-017,Novel 2pin Top Bottom Set  -  With Material,MOULDING WITH MTRL,,452035,433380.0,26-10-2025,Slow-Moving,90
19512-G,IN_TRANSIT,Estella 12M Pure Colour Plate - G,MODULAR,ESTELLA,4055,432318.89,13-11-2025,Slow-Moving,72
16012-CL,IN_TRANSIT,Skylight 12W LED Slim Round Panel - CL,LIGHTING,SKYLIGHT LED,3168,432293.03,13-11-2025,Slow-Moving,72
MCB-273,LF-DEL-01,J Clamp For Assure Mcb,MCB,,58490,431929.5,13-11-2025,Slow-Moving,72
PWD-081,LF-VAS-006,,PC,,550,430444.31,12-11-2025,Slow-Moving,73
18016-W,IN_TRANSIT,Estella 1 Way Switch 20A with Ind. - W,MODULAR,ESTELLA,9649,430398.91000000003,13-11-2025,Slow-Moving,72
9616-W,LD-CEN-003,Status Flat 1 Way Switch 16AX - W,MODULAR,STATUS,11160,430362.24,13-11-2025,Slow-Moving,72
21536-W,LF-HAR-E57,Teron D.P. Switch 32A - W,MODULAR,TERON,4430,429830.55,12-09-2025,Slow-Moving,134
7250-GOV2,LF-HAR-E57,,WIRE,ECO-FR,1,429704.67,28-10-2025,Slow-Moving,88
B-014,LF-SIL-017,,BRASS,,564,427693.91000000003,12-11-2025,Slow-Moving,73
9851-W,LF-HAR-E57,Status Pocket Modular Holder - W,MODULAR,STATUS,20940,426046.04000000004,12-11-2025,Slow-Moving,73
5240-W,LD-COI-006,TripRite R.C.C.B 40A D.P. (30mA) - W,MCB,TRIPRITE MCB,672,425372.77,30-10-2025,Slow-Moving,86
10116-W,LF-HAR-E57,,MODULAR,STATUS,5340,422240.0,12-11-2025,Slow-Moving,73
6606-W,IN_TRANSIT,,MODULAR,MODULAR BOXES,9783,421334.45,13-11-2025,Slow-Moving,72
WR-005,LF-HAR-E57,,WIRE,,5000,421250.0,30-10-2025,Slow-Moving,86
1991-MW,IN_TRANSIT,Deluxe Plug Top 16A - MW,SUPPORTED,VALUE,12441,420534.54000000004,12-11-2025,Slow-Moving,73
FG-6606,LF-VAS-006,,FG,,6000,418987.2,13-11-2025,Slow-Moving,72
1206-W,IN_TRANSIT,Smartwood 6M Plate - W,MODULAR,STATUS,8531,413278.68,10-11-2025,Slow-Moving,75
2076-MW,IN_TRANSIT,Glossy Multi Plug 6/16A with Ind. - MW,SUPPORTED,VALUE,6913,413110.6,13-11-2025,Slow-Moving,72
9376-W,LD-DHA-007,,MODULAR,STATUS,2452,412506.49,11-11-2025,Slow-Moving,74
9376-W,LD-RIS-23A,Status Mini Step Fan Regulator - W,MODULAR,STATUS,505,412506.49,13-09-2025,Slow-Moving,133
C-107,LF-HAR-E57,,CUTTING,,1096,412500.0,11-11-2025,Slow-Moving,74
C-115,LF-HAR-E57,,CUTTING,,1966,412500.0,11-11-2025,Slow-Moving,74
1991-W,LD-VIJ-027,Deluxe Plug Top 16A - W,SUPPORTED,VALUE,24917,410896.53,10-11-2025,Slow-Moving,75
11112-W,LD-CEN-003,Smile 12M Plate - W,MODULAR,STATUS,4070,410364.75,13-11-2025,Slow-Moving,72
PWD-007,LF-SIL-017,,PC,,2000,408000.0,03-11-2025,Slow-Moving,82
2526-MW,IN_TRANSIT,Dome Angle Holder - MW,SUPPORTED,VALUE,25092,403225.13,12-11-2025,Slow-Moving,73
1208-W,LD-CUT-003,,MODULAR,STATUS,6669,402875.95,13-11-2025,Slow-Moving,72
1202-W,IN_TRANSIT,,MODULAR,STATUS,12281,401414.34,12-11-2025,Slow-Moving,73
1111-W,LF-HAR-E57,Conwood 4.5*4.5 - W,NON-MODULAR,CONWOOD,16840,398771.88,12-11-2025,Slow-Moving,73
MIX-419,LF-VAS-006,Kurz Foil Large Size 180 / 184 mm ,MIX,,172,398535.5,16-10-2025,Slow-Moving,100
MLWM-23106-S,LF-DEL-01,Assure SP MCB Chassis Set  -  With Material,MOULDING WITH MTRL,,25384,397440.0,08-10-2025,Slow-Moving,108
SFG-2401-MW,LF-HAR-E57,Eco Surface D.p. 32A,,,5439,396883.83,01-09-2025,Slow-Moving,145
PK-O-9601,LF-HAR-E57,Flat 6A Swt Printed Outer,PACKAGING,,29475,396411.51,18-10-2025,Slow-Moving,98
1621-W,LF-SIL-017,,NON-MODULAR,GOLD,41007,396008.92,13-11-2025,Slow-Moving,72
B-006,LF-AND-28,,BRASS,,198,396000.0,10-11-2025,Slow-Moving,75
POP-003,LF-AND-28,ONE WAY VISION,POP,,4934,394720.0,10-10-2025,Slow-Moving,106
18061-W,IN_TRANSIT,Estella 3 Pin Socket 6A - W,MODULAR,ESTELLA,14126,393145.22,13-11-2025,Slow-Moving,72
22036-G,LF-HAR-E57,,MODULAR,STATUS,8340,391667.9,12-11-2025,Slow-Moving,73
21041-W,LW-BHI-58,Teron Universal Socket 6/16A - W,MODULAR,TERON,9118,391511.46,07-10-2025,Slow-Moving,109
MCB-24106,LF-DEL-01,FG  -  Bold Dbs 6way (Spn),FG,,1326,391170.0,12-11-2025,Slow-Moving,73
6812-W,IN_TRANSIT,Modular Gang Box 12M - W,MODULAR,MODULAR BOXES,5577,390072.72000000003,13-11-2025,Slow-Moving,72
C-011,LF-SIL-017,Wawa Swt Dolly,CUTTING,,2700,390000.0,05-11-2025,Slow-Moving,80
SFG-1991-W,LF-AND-28,,SFG,,8564,389605.67000000004,12-11-2025,Slow-Moving,73
D-C-9376,LF-SIL-017,Status 4 Step Regulator Circuit,DIMMER,,10310,388600.0,31-10-2025,Slow-Moving,85
17609-CL,LD-RIS-23A,,LIGHTING,SKYLIGHT LED,17882,387532.0,31-10-2025,Slow-Moving,85
17609-CL,LD-ROH-024,Skylight 9W LED Lunar Bulb - CL,LIGHTING,SKYLIGHT LED,13200,387532.0,14-10-2025,Slow-Moving,102
4296-W,LD-VIJ-027,Gold Double Combine 16A with Box & Ind. - W,NON-MODULAR,GOLD,2571,387469.75,10-11-2025,Slow-Moving,75
4640-W,IN_TRANSIT,TripRite Changeover 40A DP - W,MCB,TRIPRITE MCB,1856,387382.47,11-11-2025,Slow-Moving,74
17522-CL,LD-CUT-012,Skylight 12W LED Galaxy Concealed Light - CL,LIGHTING,SKYLIGHT LED,3780,384662.05,18-09-2025,Slow-Moving,128
B-116,GEM-1444,3pin soc brass part with SS Sc,BRASS,,364,383207.35,11-11-2025,Slow-Moving,74
MCB-276,LF-DEL-01,Magnet Outer Fix 29.5 mm Silver Patti Copper For Assure Mcb,MCB,,55975,383025.0,06-11-2025,Slow-Moving,79
9316-W,LD-DHA-007,,MODULAR,STATUS,14127,382860.53,13-11-2025,Slow-Moving,72
MCB-24625,LF-DEL-01,SFG Assure RCCB DP 25A 30mA,MCB,,734,382080.5,12-11-2025,Slow-Moving,73
9576-W,LF-HAR-E57,Status Edge Mini Step Fan Reg - W,MODULAR,STATUS,1440,381536.4,12-11-2025,Slow-Moving,73
4341-W,IN_TRANSIT,Flood Water Alarm Bell - W,SUPPORTED,VALUE,2455,379357.09,13-11-2025,Slow-Moving,72
SFG-19512-G,LF-VAS-006,SFG  -  Estella Charcoal Grey 12M Plate,SFG,,2199,377432.45999999996,13-11-2025,Slow-Moving,72
14281-W,LF-HAR-E57,Platinum Deep Dual 1 Way Switch 20A with Ind. - W,MODULAR,PLATINUM,5000,376609.6,06-10-2025,Slow-Moving,110
SFG-1204-W,LF-VAS-006,,SFG,,1618,376269.78,13-11-2025,Slow-Moving,72
14266-W,LF-HAR-E57,Platinum Deep 1 Way Switch 20A - W,MODULAR,PLATINUM,480,374569.46,12-11-2025,Slow-Moving,73
PWD-153,LF-AND-28,PC Grinding,PC,,1493,373250.0,29-10-2025,Slow-Moving,87
22016-G,LD-RAI-022,Status Flat 1 Way Switch 16AX (Grey) - G,MODULAR,STATUS - GREY ACC,7760,371967.65,13-09-2025,Slow-Moving,133
1206-W,LD-CUT-003,,MODULAR,STATUS,7231,370666.92000000004,31-10-2025,Slow-Moving,85
4381-MW,LF-SIL-017,Lite Combine 6/16A with Box - MW,NON-MODULAR,GOLD,9940,368480.8,12-11-2025,Slow-Moving,73
17609-CL,LD-GWA-010,,LIGHTING,SKYLIGHT LED,1208,368155.4,31-10-2025,Slow-Moving,85
9366-W,LD-GWA-010,Status Mini Dimmer - W,MODULAR,STATUS,2616,367709.77,31-10-2025,Slow-Moving,85
PWD-021,LF-SIL-017,,PC,,250,366000.0,31-10-2025,Slow-Moving,85
PK-260,LF-SIL-017,Porc 100A KK Thermocol Top Bottom Set,PACKAGING,,13795,364188.0,12-11-2025,Slow-Moving,73
16420-CL,IN_TRANSIT,Skylight 20W LED Iris T - 5 - CL,LIGHTING,SKYLIGHT LED,6738,363276.68,13-11-2025,Slow-Moving,72
MLWM-9316-B,LF-SIL-017,,MOULDING WITH MTRL,,80700,361500.0,02-11-2025,Slow-Moving,83
2406-MW,LD-VIJ-027,Deluxe Surface D.P. 32A - MW,NON-MODULAR,GOLD,5388,359143.23,10-11-2025,Slow-Moving,75
9061-MW,LD-RAI-022,Wawa Mini Dimmer - MW,NON-MODULAR,WAWA,5758,359116.16000000003,27-09-2025,Slow-Moving,119
9366-W,LD-RAI-022,Status Mini Dimmer - W,MODULAR,STATUS,2319,358911.91000000003,31-10-2025,Slow-Moving,85
19056-G,LF-VAS-006,Estella Socket 6A (Grey) - G,MODULAR,ESTELLA,16240,357280.0,01-09-2025,Slow-Moving,145
3286-W,IN_TRANSIT,Colour 4*4 Power Strip 4mtr 6A - W,SUPPORTED,VALUE,1429,356552.68,13-11-2025,Slow-Moving,72
26463-W,LF-DEL-01,Assure Changeover 63A/415V FP - W,MCB,ASSURE MCB,88,353685.27,01-09-2025,Slow-Moving,145
1621-W,LD-GWA-010,,NON-MODULAR,GOLD,25200,353372.83,06-11-2025,Slow-Moving,79
3276-W,LD-CUT-003,,SUPPORTED,VALUE,1580,352719.22,31-10-2025,Slow-Moving,85
24110-W,LF-DEL-01,Bold DBS 10 Way Double Door SPN - W,MCB,ASSURE MCB,300,352491.37,01-09-2025,Slow-Moving,145
SFG-1204-BL,LF-VAS-006,,SFG,,6253,350868.39,13-11-2025,Slow-Moving,72
9316-W,LD-LUC-017,,MODULAR,STATUS,9058,347977.08,31-10-2025,Slow-Moving,85
MLWM-2406-C,LF-SIL-017,,MOULDING WITH MTRL,,22810,347289.6,02-11-2025,Slow-Moving,83
9616-W,LF-HAR-E57,,MODULAR,STATUS,1240,347179.2,12-11-2025,Slow-Moving,73
1991-W,LD-CUT-003,,SUPPORTED,VALUE,21400,347168.97000000003,31-10-2025,Slow-Moving,85
14086-W,LF-HAR-E57,Platinum Medium Step Regulator - W,MODULAR,PLATINUM,1500,346513.45,12-11-2025,Slow-Moving,73
21016-W,LW-BHI-58,Teron 1 Way Switch 16A - W,MODULAR,TERON,3548,345967.81,07-11-2025,Slow-Moving,78
9601-W,LD-DHA-007,Status Flat 1 Way Switch 6AX - W,MODULAR,STATUS,28712,345741.99,12-11-2025,Slow-Moving,73
4276-MW,IN_TRANSIT,Novel Plug Top 6A - MW,SUPPORTED,VALUE,50404,344763.36,13-11-2025,Slow-Moving,72
16436-CL,LW-BHI-58,,LIGHTING,SKYLIGHT LED,470,344432.77,12-11-2025,Slow-Moving,73
MCB-079,LF-DEL-01,,MCB,,44600,344250.0,13-11-2025,Slow-Moving,72
16450-BL,LW-BHI-58,Skylight LED Mood Rope Light 120 LED (50mtr) with Connector - BL,LIGHTING,SKYLIGHT LED,127,344243.16,17-10-2025,Slow-Moving,99
2251-MW,IN_TRANSIT,Gold Combine 6/16A with Box & Ind. - MW,NON-MODULAR,GOLD,5139,344180.43,13-11-2025,Slow-Moving,72
17630-CL,LW-BHI-58,,LIGHTING,SKYLIGHT LED,1305,343829.26,08-11-2025,Slow-Moving,77
9601-W,LD-JAB-013,Status Flat 1 Way Switch 6AX - W,MODULAR,STATUS,25816,343616.78,31-10-2025,Slow-Moving,85
4131-BK,IN_TRANSIT,,SUPPORTED,ALLIED,84000,343197.96,13-11-2025,Slow-Moving,72
9256-W,LD-CUT-003,,MODULAR,STATUS,9200,340851.62,27-10-2025,Slow-Moving,89
MLWM-9316-P,LF-SIL-017,,MOULDING WITH MTRL,,79200,340500.0,02-11-2025,Slow-Moving,83
D-C-9366,LF-SIL-017,Status Mini Dimmer Circuit,DIMMER,,8390,340000.0,03-11-2025,Slow-Moving,82
17606-CLPGB,LW-BHI-58,,LIGHTING,SKYLIGHT LED,830,339694.09,12-11-2025,Slow-Moving,73
1686-MW,LF-HAR-E57,,NON-MODULAR,GOLD,8690,339294.5,12-11-2025,Slow-Moving,73
17050-CL,LD-RIS-23A,Skylight 50W LED Smart Lens Type Flood Light - CL,LIGHTING,SKYLIGHT LED,623,339249.91000000003,07-11-2025,Slow-Moving,78
9251-W,LD-JAB-013,,MODULAR,STATUS,18457,338724.83,06-11-2025,Slow-Moving,79
PK-I-4346,LF-HAR-E57,Lite 3*1 Combine Inner,PACKAGING,,47271,337154.38,06-10-2025,Slow-Moving,110
3563-W,LF-DEL-01,,MCB,TRIPRITE MCB,1888,336045.12,12-11-2025,Slow-Moving,73
17522-CL,LW-BHI-58,,LIGHTING,SKYLIGHT LED,4250,334655.98,12-11-2025,Slow-Moving,73
10120-W,LF-HAR-E57,Status MCB 20A SP - W,MODULAR,STATUS,6440,334357.0,12-11-2025,Slow-Moving,73
OTH-002,LF-HAR-E57,Raw Blue LED 3mm,OTHER RM,,325000,332500.0,11-11-2025,Slow-Moving,74
2251-W,LD-CUT-003,,NON-MODULAR,GOLD,4600,332288.6,06-11-2025,Slow-Moving,79
11106-W,LF-HAR-E57,,MODULAR,STATUS,11040,331569.0,12-11-2025,Slow-Moving,73
22026-G,LF-HAR-E57,Status Flat Dual Bell Push 6AX with Ind. (Grey) - G,MODULAR,STATUS - GREY ACC,6090,331558.5,06-10-2025,Slow-Moving,110
17609-CL,IN_TRANSIT,Skylight 9W LED Lunar Bulb - CL,LIGHTING,SKYLIGHT LED,17059,330562.62,10-11-2025,Slow-Moving,75
B-014,LF-HAR-E57,6A PlugTop Brass (2.355 kg),BRASS,,436,330214.2,30-10-2025,Slow-Moving,86
POP-8482,LF-PAL-A03,PM CONA New Bag,POP,,20000,330000.0,30-10-2025,Slow-Moving,86
B-015,GHA-2127,16A PlugTop Brass (4.86 kg),BRASS,,242,328767.12,12-11-2025,Slow-Moving,73
B-014,SHA-712,6A PlugTop Brass (2.355 kg),BRASS,,249,327836.71,08-11-2025,Slow-Moving,77
2526-MW,LD-RAI-022,,SUPPORTED,VALUE,18757,327786.94999999995,12-11-2025,Slow-Moving,73
MCB-10106,LF-HAR-E57,SFG  -  Tiny MCB C - 6A SP,MCB,,9152,327754.5,13-11-2025,Slow-Moving,72
C-226,LF-SIL-017,Porc 63/415 Cutting Part,CUTTING,,8200,325363.5,10-10-2025,Slow-Moving,106
9316-W,LD-RAI-022,,MODULAR,STATUS,9059,324912.0,12-11-2025,Slow-Moving,73
5250-BK,LD-RAI-022,,WIRE,TRISAFE+,142,324612.0,31-10-2025,Slow-Moving,85
PWD-017,LF-HAR-E57,Wawa Snow White Pigment Colour for Junction Box,PC,,450,324594.01,06-10-2025,Slow-Moving,110
PWD-136,LF-SIL-017,ABS Natural for Vendors,PC,,2025,324000.0,02-11-2025,Slow-Moving,83
21001-W,LW-BHI-58,Teron 1 Way Switch 6A - W,MODULAR,TERON,5877,323735.48,11-10-2025,Slow-Moving,105
D-C-9366,LF-AND-28,,DIMMER,,8940,323000.0,13-11-2025,Slow-Moving,72
MLWM-4381-P,LF-SIL-017,Lite Combine 6/16A Plate - With Material,MOULDING WITH MTRL,,24240,322200.0,02-11-2025,Slow-Moving,83
22006-G,LD-CUT-003,Status Flat 2 Way Switch 6AX (Grey) - G,MODULAR,STATUS - GREY ACC,8400,322176.0,27-10-2025,Slow-Moving,89
9326-W,IN_TRANSIT,Status Neon Indicator - W,MODULAR,STATUS,15185,321984.61,13-11-2025,Slow-Moving,72
MCB-24740,LF-DEL-01,SFG Assure RCCB DP 40A 100mA,MCB,,988,319124.0,06-10-2025,Slow-Moving,110
9016-MW,IN_TRANSIT,Wawa 3 Pin Socket 6A - MW,NON-MODULAR,WAWA,24250,318506.93,13-11-2025,Slow-Moving,72
SFG-2246-MW,LF-HAR-E57,SFG  -  Super Gold 3*1 6/16A  -  Milky White,SFG,,1194,316880.64,06-10-2025,Slow-Moving,110
B-116,ANC-1656,3pin soc brass part with SS Sc,BRASS,,310,315584.27,13-11-2025,Slow-Moving,72
14016-W,LF-HAR-E57,Platinum 1 Way Switch 20A with Ind. - W,MODULAR,PLATINUM,50,314684.2,06-10-2025,Slow-Moving,110
21061-W,LF-HAR-E57,Teron Neon Indicator - W,MODULAR,TERON,2480,314362.41,12-11-2025,Slow-Moving,73
POP-8439,LH-302-001,,POP,,481,312745.88,31-10-2025,Slow-Moving,85
4131-MX,LD-RAI-022,PVC Insulation Tape - MX,SUPPORTED,ALLIED,120,312600.0,17-10-2025,Slow-Moving,99
1986-MW,IN_TRANSIT,Deluxe Plug Top 6A - MW,SUPPORTED,VALUE,13499,312303.4,12-11-2025,Slow-Moving,73
SFG-18506-W,LF-VAS-006,,SFG,,445,311079.6,08-11-2025,Slow-Moving,77
MLWM-4296-B-W,LF-SIL-017,Gold Double Combine 16A Junction Box MUM - With Material - Off White,MOULDING WITH MTRL,,11685,310266.32,02-11-2025,Slow-Moving,83
MCB-080,LF-DEL-01,Mp Chassis For Triprite Mcb,MCB,,33721,309000.0,13-11-2025,Slow-Moving,72
4240-W,IN_TRANSIT,TripRite Isolator 40A DP - W,MCB,TRIPRITE MCB,3478,308580.0,11-11-2025,Slow-Moving,74
9386-W,LD-CEN-003,Status 1 Way Switch 16AX - W,MODULAR,STATUS,9360,305762.9,13-11-2025,Slow-Moving,72
SFG-9706,LF-VAS-006,SFG  -  Status Universal Socket 6/16A with Porcelain Base,SFG,,11242,305594.28,28-10-2025,Slow-Moving,88
SFG-2356-SIL-W,LF-SIL-017,SFG - Gold Combine 6/16A with Box Fuse & Ind. - SIL,SFG,,1540,305412.0,06-10-2025,Slow-Moving,110
16920-CL,LW-BHI-58,Skylight 20W LED Capsule BulkHead Light - CL,LIGHTING,SKYLIGHT LED,1340,303901.71,16-10-2025,Slow-Moving,100
11112-W,IN_TRANSIT,Smile 12M Plate - W,MODULAR,STATUS,4523,302309.94,13-11-2025,Slow-Moving,72
MLWM-1621-B,LF-SIL-017,Gold 3pin Socket Base  -  With Material,MOULDING WITH MTRL,,211450,300193.5,30-10-2025,Slow-Moving,86
3232-W,IN_TRANSIT,TripRite C - MCB 32A DP - W,MCB,TRIPRITE MCB,2293,299420.36,10-11-2025,Slow-Moving,75
21071-W,LW-BHI-58,Teron Mini Step Fan Regulator - W,MODULAR,TERON,3058,298340.12,07-11-2025,Slow-Moving,78
PWD-063,PRE-1539,Gold Urea (2205) for 16A,UREA,,2054,298227.49,10-11-2025,Slow-Moving,75
9451-W,IN_TRANSIT,Status Motor Starter 25A - W,MODULAR,STATUS,2098,297358.89,12-11-2025,Slow-Moving,73
11106-W,IN_TRANSIT,Smile 6M Plate - W,MODULAR,STATUS,7153,297216.27,13-11-2025,Slow-Moving,72
B-116,MOH-2120,3pin soc brass part with SS Sc,BRASS,,294,296012.63,13-11-2025,Slow-Moving,72
B-008,LF-HAR-E57,Eco/Deluxe Dp Brass (3.44 kg),BRASS,,568,295935.29,06-10-2025,Slow-Moving,110
18076-W,LD-PAT-021,Estella Universal Socket 6/16A - W,MODULAR,ESTELLA,4810,295839.26,11-11-2025,Slow-Moving,74
9216-MW,IN_TRANSIT,Wawa 1 Way Switch 16A - MW,NON-MODULAR,WAWA,6853,295211.6,13-11-2025,Slow-Moving,72
16205-CL,LW-GHA-59,Skylight 5W LED Galaxy Concealed Light - CL,LIGHTING,SKYLIGHT LED,2202,294943.11,26-09-2025,Slow-Moving,120
18506-W,IN_TRANSIT,Estella 6M Plate - W,MODULAR,ESTELLA,5221,294858.56,13-11-2025,Slow-Moving,72
9786-W,LF-HAR-E57,Modular Power Box - W,MODULAR,STATUS,15,294234.71,12-09-2025,Slow-Moving,134
MLWM-1971-S,LF-SIL-017,Sonic 16A Plug Top & Bottom Set  -  With Material,MOULDING WITH MTRL,,60380,292239.2,12-11-2025,Slow-Moving,73
9366-W,LD-KOL-015,Status Mini Dimmer - W,MODULAR,STATUS,3812,291245.52999999997,04-11-2025,Slow-Moving,81
WR-025,LF-HAR-E57,,WIRE,,3000,291000.0,30-10-2025,Slow-Moving,86
4346-MW,LD-CUT-003,Lite Combine 6/16A with Box & Ind. - MW,NON-MODULAR,GOLD,4703,290568.58,23-10-2025,Slow-Moving,93
3132-W,IN_TRANSIT,TripRite C - MCB 32A SP - W,MCB,TRIPRITE MCB,6860,289489.38,11-11-2025,Slow-Moving,74
PK-O-9316,LF-HAR-E57,Status 6A 3pin Printed Socket Outer,PACKAGING,,16592,289315.86,28-10-2025,Slow-Moving,88
22110-G,LF-HAR-E57,Status MCB 10A SP (Grey) - G,MODULAR,STATUS - GREY ACC,1970,288573.12,12-11-2025,Slow-Moving,73
5250-R,LD-RAI-022,,WIRE,TRISAFE+,121,288544.0,31-10-2025,Slow-Moving,85
21021-W,LF-HAR-E57,Teron 2 Way Switch 16A - W,MODULAR,TERON,7160,288358.74,12-09-2025,Slow-Moving,134
17619-CL,LD-CUT-012,,LIGHTING,SKYLIGHT LED,1981,288333.32,27-10-2025,Slow-Moving,89
10312-W,IN_TRANSIT,Solo 12M Plate - W,MODULAR,STATUS,5116,288184.26,13-11-2025,Slow-Moving,72
9776-W,IN_TRANSIT,Fresh Modular Batten Holder - W,MODULAR,STATUS,15725,287932.14,13-11-2025,Slow-Moving,72
19016-G,LW-GHA-59,Estella 1 Way Switch 20A with Ind. (Grey) - G,MODULAR,ESTELLA,2027,286416.66000000003,30-09-2025,Slow-Moving,116
MCB-3910,LF-DEL-01,FG Power DBs 10way,FG,,875,286228.0,12-11-2025,Slow-Moving,73
D-080,SAT-0063,Combo USB (A+C) circuit,DIMMER,,850,285000.0,10-09-2025,Slow-Moving,136
PWD-044,LF-HAR-E57,PBT Blue,PC,,1796,285000.0,25-09-2025,Slow-Moving,121
10125-W,LF-HAR-E57,,MODULAR,STATUS,3220,284736.4,12-11-2025,Slow-Moving,73
16436-CL,LD-JAI-014,,LIGHTING,SKYLIGHT LED,1100,284655.2,05-11-2025,Slow-Moving,80
MCB-10120,LF-HAR-E57,SFG  -  Tiny MCB C - 20A SP,MCB,,6832,284608.5,13-11-2025,Slow-Moving,72
MLWM-22071-B-HAR,LF-HAR-E57,,MOULDING WITH MTRL,,8450,284316.0,12-11-2025,Slow-Moving,73
18016-W,LD-PAT-021,Estella 1 Way Switch 20A with Ind. - W,MODULAR,ESTELLA,6200,283999.27,11-11-2025,Slow-Moving,74
9506-W,LD-LUC-017,,MODULAR,STATUS,942,282518.69,27-10-2025,Slow-Moving,89
B-014,SHA-0061,6A PlugTop Brass (2.355 kg),BRASS,,375,282515.69,06-11-2025,Slow-Moving,79
9246-MW,LF-HAR-E57,Wawa Double Combine 6/16A with Box - MW,NON-MODULAR,WAWA,2195,281998.5,12-11-2025,Slow-Moving,73
