SO_No,SO_Date,Completely_Shipped,Shipment_Status
SO/PAT/26/00752,2025-08-22,0,Not Shipped
SO/PAT/26/00753,2025-08-23,0,Not Shipped
SO/PAT/26/00754,2025-08-23,0,Not Shipped
SO/PAT/26/00755,2025-08-23,0,Not Shipped
SO/PAT/26/00756,2025-08-23,0,Not Shipped
SO/PAT/26/00757,2025-08-23,0,Not Shipped
SO/PAT/26/00758,2025-08-23,0,Not Shipped
SO/PAT/26/00759,2025-08-25,0,Not Shipped
SO/PAT/26/00760,2025-08-25,0,Not Shipped
SO/PAT/26/00761,2025-08-26,0,Not Shipped
SO/PAT/26/00762,2025-08-26,0,Not Shipped
SO/PAT/26/00763,2025-08-26,1,Fully Shipped
SO/PAT/26/00764,2025-08-27,1,Fully Shipped
SO/PAT/26/00765,2025-08-27,0,Not Shipped
SO/PAT/26/00766,2025-08-27,1,Fully Shipped
SO/PAT/26/00767,2025-08-28,0,Not Shipped
SO/PAT/26/00768,2025-08-28,0,Not Shipped
SO/PAT/26/00769,2025-08-28,0,Not Shipped
SO/PAT/26/00770,2025-08-28,0,Not Shipped
SO/PAT/26/00771,2025-08-28,1,Fully Shipped
SO/PAT/26/00772,2025-08-28,0,Not Shipped
SO/PAT/26/00773,2025-08-28,0,Not Shipped
SO/PAT/26/00774,2025-08-28,1,Fully Shipped
SO/PAT/26/00775,2025-08-28,1,Fully Shipped
SO/PAT/26/00776,2025-08-29,0,Not Shipped
SO/PAT/26/00777,2025-08-29,0,Not Shipped
SO/PAT/26/00778,2025-08-29,0,Not Shipped
SO/PAT/26/00779,2025-08-29,0,Not Shipped
SO/PAT/26/00780,2025-08-29,1,Fully Shipped
SO/PAT/26/00781,2025-08-29,0,Not Shipped
SO/PAT/26/00782,2025-08-29,0,Not Shipped
SO/PAT/26/00783,2025-08-29,0,Not Shipped
SO/PAT/26/00784,2025-08-29,0,Not Shipped
SO/PAT/26/00785,2025-08-29,0,Not Shipped
SO/PAT/26/00786,2025-08-29,0,Not Shipped
SO/PAT/26/00787,2025-08-30,0,Not Shipped
SO/PAT/26/00788,2025-08-30,0,Not Shipped
SO/PAT/26/00789,2025-08-30,0,Not Shipped
SO/PAT/26/00790,2025-08-30,1,Fully Shipped
SO/PAT/26/00791,2025-08-30,0,Not Shipped
SO/PAT/26/00792,2025-08-30,0,Not Shipped
SO/PAT/26/00793,2025-08-30,0,Not Shipped
SO/PAT/26/00794,2025-08-30,0,Not Shipped
SO/PAT/26/00795,2025-08-30,1,Fully Shipped
SO/PAT/26/00796,2025-08-30,1,Fully Shipped
SO/PAT/26/00797,2025-08-30,1,Fully Shipped
SO/PAT/26/00798,2025-08-31,0,Not Shipped
SO/PAT/26/00799,2025-08-31,0,Not Shipped
SO/PAT/26/00800,2025-08-31,0,Not Shipped
SO/PAT/26/00801,2025-08-31,0,Not Shipped
SO/PAT/26/00802,2025-08-31,0,Not Shipped
SO/PAT/26/00803,2025-08-31,0,Not Shipped
SO/PAT/26/00804,2025-08-31,0,Not Shipped
SO/PAT/26/00805,2025-08-31,0,Not Shipped
SO/PAT/26/00806,2025-08-31,0,Not Shipped
SO/PAT/26/00807,2025-08-31,0,Not Shipped
SO/PAT/26/00808,2025-08-31,0,Not Shipped
SO/PAT/26/00809,2025-08-31,0,Not Shipped
SO/PAT/26/00810,2025-08-31,0,Not Shipped
SO/PAT/26/00811,2025-08-31,0,Not Shipped
SO/PAT/26/00812,2025-08-31,1,Fully Shipped
SO/PAT/26/00813,2025-08-31,1,Fully Shipped
SO/PAT/26/00814,2025-08-31,1,Fully Shipped
SO/PAT/26/00815,2025-08-31,1,Fully Shipped
SO/PAT/26/00816,2025-08-31,1,Fully Shipped
SO/PAT/26/00817,2025-08-31,1,Fully Shipped
SO/PAT/26/00818,2025-08-31,1,Fully Shipped
SO/PAT/26/00819,2025-08-31,1,Fully Shipped
SO/PAT/26/00820,2025-08-31,1,Fully Shipped
SO/PAT/26/00821,2025-08-31,1,Fully Shipped
SO/PAT/26/00822,2025-08-31,1,Fully Shipped
SO/PAT/26/00823,2025-08-31,1,Fully Shipped
SO/PAT/26/00824,2025-09-04,0,Not Shipped
SO/PAT/26/00825,2025-09-04,0,Not Shipped
SO/PAT/26/00826,2025-09-04,0,Not Shipped
SO/PAT/26/00827,2025-09-04,0,Not Shipped
SO/PAT/26/00828,2025-09-04,0,Not Shipped
SO/PAT/26/00829,2025-09-05,0,Not Shipped
SO/PAT/26/00830,2025-09-06,0,Not Shipped
SO/PAT/26/00831,2025-09-05,1,Fully Shipped
SO/PAT/26/00832,2025-09-05,0,Not Shipped
SO/PAT/26/00833,2025-09-05,1,Fully Shipped
SO/PAT/26/00834,2025-09-05,0,Not Shipped
SO/PAT/26/00835,2025-09-06,0,Not Shipped
SO/PAT/26/00836,2025-09-06,0,Not Shipped
SO/PAT/26/00837,2025-09-06,1,Fully Shipped
SO/PAT/26/00838,2025-09-06,1,Fully Shipped
SO/PAT/26/00839,2025-09-08,0,Not Shipped
SO/PAT/26/00840,2025-09-08,1,Fully Shipped
SO/PAT/26/00841,2025-09-08,0,Not Shipped
SO/PAT/26/00842,2025-09-08,0,Not Shipped
SO/PAT/26/00843,2025-09-09,0,Not Shipped
SO/PAT/26/00844,2025-09-09,0,Not Shipped
SO/PAT/26/00845,2025-09-09,1,Fully Shipped
SO/PAT/26/00846,2025-09-10,0,Not Shipped
SO/PAT/26/00847,2025-09-10,1,Fully Shipped
SO/PAT/26/00848,2025-09-10,1,Fully Shipped
SO/PAT/26/00849,2025-09-10,1,Fully Shipped
SO/PAT/26/00850,2025-09-10,1,Fully Shipped
SO/PAT/26/00851,2025-09-10,1,Fully Shipped
SO/PAT/26/00852,2025-09-10,1,Fully Shipped
SO/PAT/26/00853,2025-09-10,0,Not Shipped
SO/PAT/26/00854,2025-09-10,0,Not Shipped
SO/PAT/26/00855,2025-09-10,0,Not Shipped
SO/PAT/26/00856,2025-09-10,1,Fully Shipped
SO/PAT/26/00857,2025-09-10,0,Not Shipped
SO/PAT/26/00858,2025-09-10,0,Not Shipped
SO/PAT/26/00859,2025-09-11,0,Not Shipped
SO/PAT/26/00860,2025-09-11,0,Not Shipped
SO/PAT/26/00861,2025-09-11,0,Not Shipped
SO/PAT/26/00862,2025-09-11,1,Fully Shipped
SO/PAT/26/00863,2025-09-11,0,Not Shipped
SO/PAT/26/00864,2025-09-12,0,Not Shipped
SO/PAT/26/00865,2025-09-12,0,Not Shipped
SO/PAT/26/00866,2025-09-12,1,Fully Shipped
SO/PAT/26/00867,2025-09-12,1,Fully Shipped
SO/PAT/26/00868,2025-09-12,0,Not Shipped
SO/PAT/26/00869,2025-09-12,0,Not Shipped
SO/PAT/26/00870,2025-09-12,0,Not Shipped
SO/PAT/26/00871,2025-09-12,1,Fully Shipped
SO/PAT/26/00872,2025-09-12,0,Not Shipped
SO/PAT/26/00873,2025-09-12,0,Not Shipped
SO/PAT/26/00874,2025-09-12,0,Not Shipped
SO/PAT/26/00875,2025-09-12,0,Not Shipped
SO/PAT/26/00876,2025-09-13,1,Fully Shipped
SO/PAT/26/00877,2025-09-13,0,Not Shipped
SO/PAT/26/00878,2025-09-13,0,Not Shipped
SO/PAT/26/00879,2025-09-13,0,Not Shipped
SO/PAT/26/00880,2025-09-13,0,Not Shipped
SO/PAT/26/00881,2025-09-13,0,Not Shipped
SO/PAT/26/00882,2025-09-13,0,Not Shipped
SO/PAT/26/00883,2025-09-13,0,Not Shipped
SO/PAT/26/00884,2025-09-13,0,Not Shipped
SO/PAT/26/00885,2025-09-13,0,Not Shipped
SO/PAT/26/00886,2025-09-15,0,Not Shipped
SO/PAT/26/00887,2025-09-15,0,Not Shipped
SO/PAT/26/00888,2025-09-26,0,Not Shipped
SO/PAT/26/00889,2025-09-15,1,Fully Shipped
SO/PAT/26/00890,2025-09-15,0,Not Shipped
SO/PAT/26/00891,2025-09-15,1,Fully Shipped
SO/PAT/26/00892,2025-09-15,0,Not Shipped
SO/PAT/26/00893,2025-09-15,0,Not Shipped
SO/PAT/26/00894,2025-09-15,0,Not Shipped
SO/PAT/26/00895,2025-09-15,0,Not Shipped
SO/PAT/26/00896,2025-09-15,0,Not Shipped
SO/PAT/26/00897,2025-09-15,0,Not Shipped
SO/PAT/26/00898,2025-09-16,1,Fully Shipped
SO/PAT/26/00899,2025-09-16,1,Fully Shipped
SO/PAT/26/00900,2025-09-16,0,Not Shipped
SO/PAT/26/00901,2025-09-16,0,Not Shipped
SO/PAT/26/00902,2025-09-16,1,Fully Shipped
SO/PAT/26/00903,2025-09-16,0,Not Shipped
SO/PAT/26/00904,2025-09-17,1,Fully Shipped
SO/PAT/26/00905,2025-09-18,1,Fully Shipped
SO/PAT/26/00906,2025-09-18,1,Fully Shipped
SO/PAT/26/00907,2025-09-18,1,Fully Shipped
SO/PAT/26/00908,2025-09-18,1,Fully Shipped
SO/PAT/26/00909,2025-09-18,1,Fully Shipped
SO/PAT/26/00910,2025-09-18,1,Fully Shipped
SO/PAT/26/00911,2025-09-18,1,Fully Shipped
SO/PAT/26/00912,2025-09-18,1,Fully Shipped
SO/PAT/26/00913,2025-09-18,0,Not Shipped
SO/PAT/26/00914,2025-09-18,0,Not Shipped
SO/PAT/26/00915,2025-09-19,0,Not Shipped
SO/PAT/26/00916,2025-09-19,0,Not Shipped
SO/PAT/26/00917,2025-09-19,0,Not Shipped
SO/PAT/26/00918,2025-09-19,0,Not Shipped
SO/PAT/26/00919,2025-09-22,1,Fully Shipped
SO/PAT/26/00920,2025-09-22,1,Fully Shipped
SO/PAT/26/00921,2025-09-22,0,Not Shipped
SO/PAT/26/00922,2025-09-22,0,Not Shipped
SO/PAT/26/00923,2025-09-22,1,Fully Shipped
SO/PAT/26/00924,2025-09-22,0,Not Shipped
SO/PAT/26/00925,2025-09-22,1,Fully Shipped
SO/PAT/26/00926,2025-09-22,1,Fully Shipped
SO/PAT/26/00927,2025-09-23,1,Fully Shipped
SO/PAT/26/00928,2025-09-23,0,Not Shipped
SO/PAT/26/00929,2025-09-23,0,Not Shipped
SO/PAT/26/00930,2025-09-23,0,Not Shipped
SO/PAT/26/00931,2025-09-23,0,Not Shipped
SO/PAT/26/00932,2025-09-23,0,Not Shipped
SO/PAT/26/00933,2025-09-23,0,Not Shipped
SO/PAT/26/00934,2025-09-23,1,Fully Shipped
SO/PAT/26/00935,2025-09-23,0,Not Shipped
SO/PAT/26/00936,2025-09-23,0,Not Shipped
SO/PAT/26/00937,2025-09-23,1,Fully Shipped
SO/PAT/26/00938,2025-09-23,0,Not Shipped
SO/PAT/26/00939,2025-09-23,0,Not Shipped
SO/PAT/26/00940,2025-09-23,0,Not Shipped
SO/PAT/26/00941,2025-09-23,0,Not Shipped
SO/PAT/26/00942,2025-09-23,0,Not Shipped
SO/PAT/26/00943,2025-09-23,0,Not Shipped
SO/PAT/26/00944,2025-09-24,0,Not Shipped
SO/PAT/26/00945,2025-09-24,1,Fully Shipped
SO/PAT/26/00946,2025-09-24,0,Not Shipped
SO/PAT/26/00947,2025-09-24,0,Not Shipped
SO/PAT/26/00948,2025-09-24,0,Not Shipped
SO/PAT/26/00949,2025-09-24,0,Not Shipped
SO/PAT/26/00950,2025-09-24,1,Fully Shipped
SO/PAT/26/00951,2025-09-24,1,Fully Shipped
SO/PAT/26/00952,2025-09-24,0,Not Shipped
SO/PAT/26/00953,2025-09-24,0,Not Shipped
SO/PAT/26/00954,2025-09-24,0,Not Shipped
SO/PAT/26/00955,2025-09-24,0,Not Shipped
SO/PAT/26/00956,2025-09-24,0,Not Shipped
SO/PAT/26/00957,2025-09-24,0,Not Shipped
SO/PAT/26/00958,2025-09-24,0,Not Shipped
SO/PAT/26/00959,2025-09-24,0,Not Shipped
SO/PAT/26/00960,2025-09-24,0,Not Shipped
SO/PAT/26/00961,2025-09-24,0,Not Shipped
SO/PAT/26/00962,2025-09-24,0,Not Shipped
SO/PAT/26/00963,2025-09-24,0,Not Shipped
SO/PAT/26/00964,2025-09-24,0,Not Shipped
SO/PAT/26/00965,2025-09-24,0,Not Shipped
SO/PAT/26/00966,2025-09-24,0,Not Shipped
SO/PAT/26/00967,2025-09-24,0,Not Shipped
SO/PAT/26/00968,2025-09-24,0,Not Shipped
SO/PAT/26/00969,2025-09-24,1,Fully Shipped
SO/PAT/26/00970,2025-09-24,1,Fully Shipped
SO/PAT/26/00971,2025-09-24,0,Not Shipped
SO/PAT/26/00972,2025-09-24,0,Not Shipped
SO/PAT/26/00973,2025-09-24,0,Not Shipped
SO/PAT/26/00974,2025-09-24,1,Fully Shipped
SO/PAT/26/00975,2025-09-24,1,Fully Shipped
SO/PAT/26/00976,2025-09-24,0,Not Shipped
SO/PAT/26/00977,2025-09-24,1,Fully Shipped
SO/PAT/26/00978,2025-09-24,0,Not Shipped
SO/PAT/26/00979,2025-09-24,0,Not Shipped
SO/PAT/26/00980,2025-09-24,1,Fully Shipped
SO/PAT/26/00981,2025-09-24,0,Not Shipped
SO/PAT/26/00982,2025-09-24,0,Not Shipped
SO/PAT/26/00983,2025-09-24,0,Not Shipped
SO/PAT/26/00984,2025-09-24,0,Not Shipped
SO/PAT/26/00985,2025-09-24,1,Fully Shipped
SO/PAT/26/00986,2025-09-24,0,Not Shipped
SO/PAT/26/00987,2025-09-24,1,Fully Shipped
SO/PAT/26/00988,2025-09-26,1,Fully Shipped
SO/PAT/26/00989,2025-09-26,0,Not Shipped
SO/PAT/26/00990,2025-09-26,0,Not Shipped
SO/PAT/26/00991,2025-09-26,0,Not Shipped
SO/PAT/26/00992,2025-09-26,0,Not Shipped
SO/PAT/26/00993,2025-09-26,0,Not Shipped
SO/PAT/26/00994,2025-09-26,1,Fully Shipped
SO/PAT/26/00995,2025-09-27,0,Not Shipped
SO/PAT/26/00996,2025-09-27,1,Fully Shipped
SO/PAT/26/00997,2025-09-27,0,Not Shipped
SO/PAT/26/00998,2025-09-30,0,Not Shipped
SO/PAT/26/00999,2025-09-27,1,Fully Shipped
SO/PAT/26/01000,2025-09-29,0,Not Shipped
SO/PAT/26/01001,2025-09-29,0,Not Shipped
SO/PAT/26/01002,2025-09-29,0,Not Shipped
SO/PAT/26/01003,2025-09-29,0,Not Shipped
SO/PAT/26/01004,2025-09-29,1,Fully Shipped
SO/PAT/26/01005,2025-09-29,1,Fully Shipped
SO/PAT/26/01006,2025-09-30,0,Not Shipped
SO/PAT/26/01007,2025-09-30,0,Not Shipped
SO/PAT/26/01008,2025-09-30,1,Fully Shipped
SO/PAT/26/01009,2025-09-30,1,Fully Shipped
SO/PAT/26/01010,2025-09-30,0,Not Shipped
SO/PAT/26/01011,2025-09-30,1,Fully Shipped
SO/PAT/26/01012,2025-09-30,1,Fully Shipped
SO/PAT/26/01013,2025-09-30,0,Not Shipped
SO/PAT/26/01014,2025-09-30,1,Fully Shipped
SO/PAT/26/01015,2025-09-30,0,Not Shipped
SO/PAT/26/01016,2025-09-30,1,Fully Shipped
SO/PAT/26/01017,2025-09-30,0,Not Shipped
SO/PAT/26/01018,2025-09-30,1,Fully Shipped
SO/PAT/26/01019,2025-09-30,0,Not Shipped
SO/PAT/26/01020,2025-09-30,1,Fully Shipped
SO/PAT/26/01021,2025-10-04,0,Not Shipped
SO/PAT/26/01022,2025-10-07,1,Fully Shipped
SO/PAT/26/01023,2025-10-07,1,Fully Shipped
SO/PAT/26/01024,2025-10-07,1,Fully Shipped
SO/PAT/26/01025,2025-10-07,1,Fully Shipped
SO/PAT/26/01026,2025-10-07,1,Fully Shipped
SO/PAT/26/01027,2025-10-07,0,Not Shipped
SO/PAT/26/01028,2025-10-07,0,Not Shipped
SO/PAT/26/01029,2025-10-07,1,Fully Shipped
SO/PAT/26/01030,2025-10-07,0,Not Shipped
SO/PAT/26/01031,2025-10-07,0,Not Shipped
SO/PAT/26/01032,2025-10-08,0,Not Shipped
SO/PAT/26/01033,2025-10-08,0,Not Shipped
SO/PAT/26/01034,2025-10-08,0,Not Shipped
SO/PAT/26/01035,2025-10-08,0,Not Shipped
SO/PAT/26/01036,2025-10-08,0,Not Shipped
SO/PAT/26/01037,2025-10-08,1,Fully Shipped
SO/PAT/26/01038,2025-10-08,1,Fully Shipped
SO/PAT/26/01039,2025-10-08,0,Not Shipped
SO/PAT/26/01040,2025-10-08,1,Fully Shipped
SO/PAT/26/01041,2025-10-08,1,Fully Shipped
SO/PAT/26/01042,2025-10-08,1,Fully Shipped
SO/PAT/26/01043,2025-10-08,1,Fully Shipped
SO/PAT/26/01044,2025-10-08,0,Not Shipped
SO/PAT/26/01045,2025-10-08,0,Not Shipped
SO/PAT/26/01046,2025-10-08,0,Not Shipped
SO/PAT/26/01047,2025-10-10,0,Not Shipped
SO/PAT/26/01048,2025-10-10,1,Fully Shipped
SO/PAT/26/01049,2025-10-10,0,Not Shipped
SO/PAT/26/01050,2025-10-10,0,Not Shipped
SO/PAT/26/01051,2025-10-10,0,Not Shipped
SO/PAT/26/01052,2025-10-10,0,Not Shipped
SO/PAT/26/01053,2025-10-10,1,Fully Shipped
SO/PAT/26/01054,2025-10-10,0,Not Shipped
SO/PAT/26/01055,2025-10-10,1,Fully Shipped
SO/PAT/26/01056,2025-10-10,1,Fully Shipped
SO/PAT/26/01057,2025-10-10,0,Not Shipped
SO/PAT/26/01058,2025-10-11,1,Fully Shipped
SO/PAT/26/01059,2025-10-11,0,Not Shipped
SO/PAT/26/01060,2025-10-11,0,Not Shipped
SO/PAT/26/01061,2025-10-11,0,Not Shipped
SO/PAT/26/01062,2025-10-11,0,Not Shipped
SO/PAT/26/01063,2025-10-11,0,Not Shipped
SO/PAT/26/01064,2025-10-13,1,Fully Shipped
SO/PAT/26/01065,2025-10-13,0,Not Shipped
SO/PAT/26/01066,2025-10-13,1,Fully Shipped
SO/PAT/26/01067,2025-10-13,0,Not Shipped
SO/PAT/26/01068,2025-10-13,0,Not Shipped
SO/PAT/26/01069,2025-10-13,0,Not Shipped
SO/PAT/26/01070,2025-10-13,0,Not Shipped
SO/PAT/26/01071,2025-10-13,0,Not Shipped
SO/PAT/26/01072,2025-10-13,0,Not Shipped
SO/PAT/26/01073,2025-10-13,1,Fully Shipped
SO/PAT/26/01074,2025-10-14,1,Fully Shipped
SO/PAT/26/01075,2025-10-14,1,Fully Shipped
SO/PAT/26/01076,2025-10-14,1,Fully Shipped
SO/PAT/26/01077,2025-10-14,0,Not Shipped
SO/PAT/26/01078,2025-10-14,1,Fully Shipped
SO/PAT/26/01079,2025-10-14,0,Not Shipped
SO/PAT/26/01080,2025-10-15,1,Fully Shipped
SO/PAT/26/01081,2025-10-15,0,Not Shipped
SO/PAT/26/01082,2025-10-15,0,Not Shipped
SO/PAT/26/01083,2025-10-15,1,Fully Shipped
SO/PAT/26/01084,2025-10-15,0,Not Shipped
SO/PAT/26/01085,2025-10-15,0,Not Shipped
SO/PAT/26/01086,2025-10-15,0,Not Shipped
SO/PAT/26/01087,2025-10-15,0,Not Shipped
SO/PAT/26/01088,2025-10-15,1,Fully Shipped
SO/PAT/26/01089,2025-10-16,1,Fully Shipped
SO/PAT/26/01090,2025-10-16,1,Fully Shipped
SO/PAT/26/01091,2025-10-16,1,Fully Shipped
SO/PAT/26/01092,2025-10-16,1,Fully Shipped
SO/PAT/26/01093,2025-10-16,1,Fully Shipped
SO/PAT/26/01094,2025-10-17,0,Not Shipped
SO/PAT/26/01095,2025-10-17,0,Not Shipped
SO/PAT/26/01096,2025-10-17,1,Fully Shipped
SO/PAT/26/01097,2025-10-17,0,Not Shipped
SO/PAT/26/01098,2025-10-17,0,Not Shipped
SO/PAT/26/01099,2025-10-17,1,Fully Shipped
SO/PAT/26/01100,2025-10-17,0,Not Shipped
SO/PAT/26/01101,2025-10-17,0,Not Shipped
SO/PAT/26/01102,2025-10-17,0,Not Shipped
SO/PAT/26/01103,2025-10-18,1,Fully Shipped
SO/PAT/26/01104,2025-10-18,1,Fully Shipped
SO/PAT/26/01105,2025-10-18,1,Fully Shipped
SO/PAT/26/01106,2025-10-18,1,Fully Shipped
SO/PAT/26/01107,2025-10-18,0,Not Shipped
SO/PAT/26/01108,2025-10-18,1,Fully Shipped
SO/PAT/26/01109,2025-10-18,0,Not Shipped
SO/PAT/26/01110,2025-10-18,1,Fully Shipped
SO/PAT/26/01111,2025-10-18,1,Fully Shipped
SO/PAT/26/01112,2025-10-20,0,Not Shipped
SO/PAT/26/01113,2025-10-20,0,Not Shipped
SO/PAT/26/01114,2025-10-24,1,Fully Shipped
SO/PAT/26/01115,2025-10-24,0,Not Shipped
SO/PAT/26/01116,2025-10-24,1,Fully Shipped
SO/PAT/26/01117,2025-10-24,0,Not Shipped
SO/PAT/26/01118,2025-10-24,1,Fully Shipped
SO/PAT/26/01119,2025-10-24,0,Not Shipped
SO/PAT/26/01120,2025-10-24,1,Fully Shipped
SO/PAT/26/01121,2025-10-24,0,Not Shipped
SO/PAT/26/01122,2025-10-24,1,Fully Shipped
SO/PAT/26/01123,2025-10-24,1,Fully Shipped
SO/PAT/26/01124,2025-10-24,0,Not Shipped
SO/PAT/26/01125,2025-10-24,0,Not Shipped
SO/PAT/26/01126,2025-10-24,1,Fully Shipped
SO/PAT/26/01127,2025-10-24,0,Not Shipped
SO/PAT/26/01128,2025-10-24,0,Not Shipped
SO/PAT/26/01129,2025-10-25,0,Not Shipped
SO/PAT/26/01130,2025-10-25,0,Not Shipped
SO/PAT/26/01131,2025-10-25,0,Not Shipped
SO/PAT/26/01132,2025-10-25,1,Fully Shipped
SO/PAT/26/01133,2025-10-25,1,Fully Shipped
SO/PAT/26/01134,2025-10-25,1,Fully Shipped
SO/PAT/26/01135,2025-10-25,0,Not Shipped
SO/PAT/26/01136,2025-10-25,0,Not Shipped
SO/PAT/26/01137,2025-10-25,1,Fully Shipped
SO/PAT/26/01138,2025-10-29,0,Not Shipped
SO/PAT/26/01139,2025-10-29,0,Not Shipped
SO/PAT/26/01140,2025-10-29,0,Not Shipped
SO/PAT/26/01141,2025-10-29,1,Fully Shipped
SO/PAT/26/01142,2025-10-29,1,Fully Shipped
SO/PAT/26/01143,2025-10-29,0,Not Shipped
SO/PAT/26/01144,2025-10-29,0,Not Shipped
SO/PAT/26/01145,2025-10-29,1,Fully Shipped
SO/PAT/26/01146,2025-10-29,0,Not Shipped
SO/PAT/26/01147,2025-10-29,0,Not Shipped
SO/PAT/26/01148,2025-10-29,1,Fully Shipped
SO/PAT/26/01149,2025-10-30,0,Not Shipped
SO/PAT/26/01150,2025-10-30,1,Fully Shipped
SO/PAT/26/01151,2025-10-30,0,Not Shipped
SO/PAT/26/01152,2025-10-30,1,Fully Shipped
SO/PAT/26/01153,2025-10-30,1,Fully Shipped
SO/PAT/26/01154,2025-10-30,1,Fully Shipped
SO/PAT/26/01155,2025-10-30,0,Not Shipped
SO/PAT/26/01156,2025-10-30,1,Fully Shipped
SO/PAT/26/01157,2025-10-30,1,Fully Shipped
SO/PAT/26/01158,2025-10-30,1,Fully Shipped
SO/PAT/26/01159,2025-10-30,1,Fully Shipped
SO/PAT/26/01160,2025-10-30,1,Fully Shipped
SO/PAT/26/01161,2025-10-30,1,Fully Shipped
SO/PAT/26/01162,2025-10-30,1,Fully Shipped
SO/PAT/26/01163,2025-10-30,0,Not Shipped
SO/PAT/26/01164,2025-10-30,0,Not Shipped
SO/PAT/26/01165,2025-10-30,0,Not Shipped
SO/PAT/26/01166,2025-10-30,0,Not Shipped
SO/PAT/26/01167,2025-10-30,0,Not Shipped
SO/PAT/26/01168,2025-10-30,0,Not Shipped
SO/PAT/26/01169,2025-10-30,1,Fully Shipped
SO/PAT/26/01170,2025-10-30,1,Fully Shipped
SO/PAT/26/01171,2025-10-30,0,Not Shipped
SO/PAT/26/01172,2025-10-30,1,Fully Shipped
SO/PAT/26/01173,2025-10-30,0,Not Shipped
SO/PAT/26/01174,2025-10-30,0,Not Shipped
SO/PAT/26/01175,2025-10-30,1,Fully Shipped
SO/PAT/26/01176,2025-10-30,0,Not Shipped
SO/PAT/26/01177,2025-10-30,0,Not Shipped
SO/PAT/26/01178,2025-10-30,1,Fully Shipped
SO/PAT/26/01179,2025-10-30,0,Not Shipped
SO/PAT/26/01180,2025-10-30,0,Not Shipped
SO/PAT/26/01181,2025-10-31,0,Not Shipped
SO/PAT/26/01182,2025-10-31,0,Not Shipped
SO/PAT/26/01183,2025-10-31,0,Not Shipped
SO/PAT/26/01184,2025-10-31,0,Not Shipped
SO/PAT/26/01185,2025-10-31,0,Not Shipped
SO/PAT/26/01186,2025-10-31,0,Not Shipped
SO/PAT/26/01187,2025-10-31,1,Fully Shipped
SO/PAT/26/01188,2025-10-31,1,Fully Shipped
SO/PAT/26/01189,2025-10-31,1,Fully Shipped
SO/PAT/26/01190,2025-10-31,1,Fully Shipped
SO/PAT/26/01191,2025-10-31,1,Fully Shipped
SO/PAT/26/01192,2025-10-31,1,Fully Shipped
SO/PAT/26/01193,2025-10-31,0,Not Shipped
SO/PAT/26/01194,2025-10-31,1,Fully Shipped
SO/PAT/26/01195,2025-10-31,0,Not Shipped
SO/PAT/26/01196,2025-10-31,0,Not Shipped
SO/PAT/26/01197,2025-10-31,0,Not Shipped
SO/PAT/26/01198,2025-10-31,1,Fully Shipped
SO/PAT/26/01199,2025-10-31,1,Fully Shipped
SO/PAT/26/01200,2025-10-31,1,Fully Shipped
SO/PAT/26/01201,2025-10-31,0,Not Shipped
SO/PAT/26/01202,2025-10-31,0,Not Shipped
SO/PAT/26/01203,2025-10-31,1,Fully Shipped
SO/PAT/26/01204,2025-10-31,1,Fully Shipped
SO/PAT/26/01205,2025-10-31,0,Not Shipped
SO/PAT/26/01206,2025-10-31,0,Not Shipped
SO/PAT/26/01207,2025-10-31,1,Fully Shipped
SO/PAT/26/01208,2025-10-31,1,Fully Shipped
SO/PAT/26/01209,2025-10-31,0,Not Shipped
SO/PAT/26/01210,2025-10-31,1,Fully Shipped
SO/PAT/26/01211,2025-10-31,0,Not Shipped
SO/PAT/26/01212,2025-10-31,1,Fully Shipped
SO/PAT/26/01213,2025-10-31,1,Fully Shipped
SO/PAT/26/01214,2025-10-31,1,Fully Shipped
SO/PAT/26/01215,2025-10-31,1,Fully Shipped
SO/PAT/26/01216,2025-10-31,1,Fully Shipped
SO/PAT/26/01217,2025-10-31,0,Not Shipped
SO/PAT/26/01218,2025-10-31,1,Fully Shipped
SO/PAT/26/01219,2025-10-31,1,Fully Shipped
SO/PAT/26/01220,2025-10-31,1,Fully Shipped
SO/PAT/26/01221,2025-10-31,1,Fully Shipped
SO/PAT/26/01222,2025-10-31,1,Fully Shipped
SO/PAT/26/01223,2025-10-31,1,Fully Shipped
SO/PAT/26/01224,2025-10-31,1,Fully Shipped
SO/PAT/26/01225,2025-10-31,1,Fully Shipped
SO/PAT/26/01226,2025-10-31,1,Fully Shipped
SO/PAT/26/01227,2025-10-31,1,Fully Shipped
SO/PAT/26/01228,2025-10-31,1,Fully Shipped
SO/PAT/26/01229,2025-10-31,0,Not Shipped
SO/PAT/26/01230,2025-10-31,1,Fully Shipped
SO/PAT/26/01231,2025-10-31,1,Fully Shipped
SO/PAT/26/01232,2025-10-31,1,Fully Shipped
SO/PAT/26/01233,2025-10-31,1,Fully Shipped
SO/PAT/26/01234,2025-10-31,1,Fully Shipped
SO/PAT/26/01235,2025-10-31,1,Fully Shipped
SO/PAT/26/01236,2025-10-31,1,Fully Shipped
SO/PAT/26/01237,2025-11-08,1,Fully Shipped
SO/PAT/26/01238,2025-11-09,0,Not Shipped
SO/PAT/26/01239,2025-11-09,1,Fully Shipped
SO/PAT/26/01240,2025-11-09,0,Not Shipped
SO/PAT/26/01241,2025-11-09,1,Fully Shipped
SO/PAT/26/01242,2025-11-09,0,Not Shipped
