PO_No,Vendor,Order_Date,Last_Receiving_No,Last_Receipt_Date,Outstanding_Qty,Days_Difference,Delivery_Status,Month
PO/VAS/26/00262,TISO INDUSTRIES,15-07-2025,PPR/VAS/26/01803,19-10-2025,3213.0,96,>15 days,October 2025
PO/VAS/26/00263,KHUSHI MULTIPACK SOLUTIONS LLP,11-07-2025,PPR/VAS/26/00970,23-07-2025,0.0,12,≤15 days,July 2025
PO/VAS/26/00264,SHREE BALAJI PRINTERS,14-07-2025,PPR/VAS/26/00901,16-07-2025,0.0,2,≤15 days,July 2025
PO/VAS/26/00265,Harshali Optoelectronics Private Limited,16-07-2025,PPR/VAS/26/00986,24-07-2025,142.0,8,≤15 days,July 2025
PO/VAS/26/00266,TISO INDUSTRIES,17-07-2025,PPR/VAS/26/01348,11-09-2025,0.0,56,>15 days,September 2025
PO/VAS/26/00267,MORYA ENTERPRISES,15-07-2025,PPR/VAS/26/01016,12-07-2025,0.0,-3,No Receipt,July 2025
PO/VAS/26/00268,COATING KING SYSTEM,17-07-2025,PPR/VAS/26/00930,07-07-2025,0.0,-10,No Receipt,July 2025
PO/VAS/26/00269,S M MODULAR LLP,23-07-2025,PPR/VAS/26/01681,10-10-2025,389.0,79,>15 days,October 2025
PO/VAS/26/00270,TISO INDUSTRIES,17-07-2025,PPR/VAS/26/00929,16-07-2025,0.0,-1,No Receipt,July 2025
PO/VAS/26/00271,KINJAL ENGINEERING WORKS,17-07-2025,PPR/VAS/26/01075,31-07-2025,320.0,14,≤15 days,July 2025
PO/VAS/26/00272,S M MODULAR LLP,18-07-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/VAS/26/00273,PRINTSOUK,23-07-2025,PPR/VAS/26/01103,06-08-2025,8503.0,14,≤15 days,August 2025
PO/VAS/26/00274,TISO INDUSTRIES,23-07-2025,PPR/VAS/26/01009,26-07-2025,0.0,3,≤15 days,July 2025
PO/VAS/26/00275,S M MODULAR LLP,24-07-2025,PPR/VAS/26/01994,12-11-2025,1.0,111,>15 days,November 2025
PO/VAS/26/00276,RIDDHI SIDDHI CORPORATION,25-07-2025,PPR/VAS/26/01045,26-07-2025,0.0,1,≤15 days,July 2025
PO/VAS/26/00277,ACN PLASTIC,25-07-2025,PPR/VAS/26/01107,04-08-2025,0.0,10,≤15 days,August 2025
PO/VAS/26/00278,Gyanesh Print And Pack,22-07-2025,PPR/VAS/26/00998,25-07-2025,0.0,3,≤15 days,July 2025
PO/VAS/26/00279,COATING KING SYSTEM,26-07-2025,PPR/VAS/26/01026,23-07-2025,0.0,-3,No Receipt,July 2025
PO/VAS/26/00280,KANKAI ENTERPRISES,26-07-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/VAS/26/00281,Sahil Advertising,28-07-2025,PPR/VAS/26/01015,22-07-2025,11.2,-6,No Receipt,July 2025
PO/VAS/26/00282,MORYA ENTERPRISES,12-07-2025,PPR/VAS/26/01025,18-07-2025,0.0,6,≤15 days,July 2025
PO/VAS/26/00283,ACN PLASTIC,28-07-2025,PPR/VAS/26/01018,28-07-2025,0.0,0,≤15 days,July 2025
PO/VAS/26/00284,KINJAL ENGINEERING WORKS,28-07-2025,PPR/VAS/26/01074,31-07-2025,0.0,3,≤15 days,July 2025
PO/VAS/26/00285,RIDDHI SIDDHI CORPORATION,01-08-2025,PPR/VAS/26/01097,02-08-2025,0.0,1,≤15 days,August 2025
PO/VAS/26/00286,G.KHANNA and CO.,01-08-2025,PPR/VAS/26/01135,04-08-2025,0.0,3,≤15 days,August 2025
PO/VAS/26/00287,G.KHANNA and CO.,01-08-2025,PPR/VAS/26/01155,04-08-2025,0.0,3,≤15 days,August 2025
PO/VAS/26/00288,RUPAL PLASTICS PVT LTD,01-08-2025,PPR/VAS/26/01160,01-08-2025,0.0,0,≤15 days,August 2025
PO/VAS/26/00289,ACN PLASTIC,01-08-2025,PPR/VAS/26/01106,08-08-2025,0.0,7,≤15 days,August 2025
PO/VAS/26/00290,WISTO TECH,30-07-2025,PPR/VAS/26/01139,13-08-2025,0.0,14,≤15 days,August 2025
PO/VAS/26/00291,S M MODULAR LLP,01-08-2025,PPR/VAS/26/01799,18-10-2025,798.0,78,>15 days,October 2025
PO/VAS/26/00292,Krisel polymers,01-08-2025,PPR/VAS/26/01185,22-08-2025,0.0,21,>15 days,August 2025
PO/VAS/26/00293,RAJIV PLASTICS INDUSTRIES,01-08-2025,PPR/VAS/26/01085,04-08-2025,0.0,3,≤15 days,August 2025
PO/VAS/26/00294,ACN PLASTIC,31-07-2025,PPR/VAS/26/01068,30-07-2025,0.0,-1,No Receipt,July 2025
PO/VAS/26/00295,MAA NARAYANI CREATION,01-08-2025,PPR/VAS/26/01267,30-08-2025,0.0,29,>15 days,August 2025
PO/VAS/26/00296,Ramaya Packaging,01-08-2025,PPR/VAS/26/01127,12-08-2025,0.0,11,≤15 days,August 2025
PO/VAS/26/00297,RONCH POLYMERS PVT LTD,01-08-2025,PPR/VAS/26/01215,25-08-2025,0.0,24,>15 days,August 2025
PO/VAS/26/00298,MAHAVIR COMPUTER STATIONERY and XEROX,01-08-2025,PPR/VAS/26/01084,06-08-2025,0.0,5,≤15 days,August 2025
PO/VAS/26/00299,Ramaya Packaging,01-08-2025,PPR/VAS/26/01128,12-08-2025,0.0,11,≤15 days,August 2025
PO/VAS/26/00300,Gyanesh Print And Pack,01-08-2025,PPR/VAS/26/01481,21-09-2025,8035.0,51,>15 days,September 2025
PO/VAS/26/00301,PRINT LINE,01-08-2025,PPR/VAS/26/01269,30-08-2025,20.0,29,>15 days,August 2025
PO/VAS/26/00302,MOKSH TRADING CO,01-08-2025,PPR/VAS/26/01287,03-09-2025,393.0,33,>15 days,September 2025
PO/VAS/26/00303,PRINTSOUK,01-08-2025,PPR/VAS/26/01312,10-09-2025,5800.0,40,>15 days,September 2025
PO/VAS/26/00304,TOTAL POLY PRINT PRIVATE LIMITED,01-08-2025,PPR/VAS/26/01555,27-09-2025,0.0,57,>15 days,September 2025
PO/VAS/26/00305,KANKAI ENTERPRISES,01-08-2025,PPR/VAS/26/01087,04-08-2025,0.0,3,≤15 days,August 2025
PO/VAS/26/00306,Bombay Electrical components,01-08-2025,PPR/VAS/26/01248,28-08-2025,0.0,27,>15 days,August 2025
PO/VAS/26/00307,TISO INDUSTRIES,01-08-2025,PPR/VAS/26/01902,05-11-2025,2598.0,96,>15 days,November 2025
PO/VAS/26/00308,MEHTA AND COMPANY,01-08-2025,PPR/VAS/26/01531,25-09-2025,382.0,55,>15 days,September 2025
PO/VAS/26/00309,DURGESH METAL FINISHING WORKS,01-08-2025,NAN,No Receipt,300.0,,No Receipt,No Receipt
PO/VAS/26/00310,KGN LIGHTS PVT LTD,04-08-2025,PPR/VAS/26/01077,28-07-2025,0.0,-7,No Receipt,July 2025
PO/VAS/26/00311,TWOBROS AND CO,06-08-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/VAS/26/00312,NAVKAR ELECTRICALS,06-08-2025,PPR/VAS/26/01099,11-08-2025,0.0,5,≤15 days,August 2025
PO/VAS/26/00313,RONCH POLYMERS PVT LTD,06-08-2025,PPR/VAS/26/01218,25-08-2025,0.0,19,>15 days,August 2025
PO/VAS/26/00314,Lumirise Private Limited,06-08-2025,PPR/VAS/26/01651,08-10-2025,900.0,63,>15 days,October 2025
PO/VAS/26/00315,KINJAL ENGINEERING WORKS,07-08-2025,PPR/VAS/26/01088,07-08-2025,0.0,0,≤15 days,August 2025
PO/VAS/26/00316,Dbright Advertising,20-07-2025,PPR/VAS/26/01095,06-08-2025,59.0,17,>15 days,August 2025
PO/VAS/26/00317,ACN PLASTIC,11-08-2025,PPR/VAS/26/01108,11-08-2025,0.0,0,≤15 days,August 2025
PO/VAS/26/00318,TISO INDUSTRIES,12-08-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/VAS/26/00319,TISO INDUSTRIES,12-08-2025,PPR/VAS/26/01574,30-09-2025,7841.0,49,>15 days,September 2025
PO/VAS/26/00320,nan,12-08-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/VAS/26/00322,MEHTA AND COMPANY,12-08-2025,PPR/VAS/26/01530,25-09-2025,393.0,44,>15 days,September 2025
PO/VAS/26/00323,PRINT LINE,12-08-2025,PPR/VAS/26/01305,10-09-2025,1000.0,29,>15 days,September 2025
PO/VAS/26/00324,KINJAL ENGINEERING WORKS,12-08-2025,PPR/VAS/26/01125,11-08-2025,0.0,-1,No Receipt,August 2025
PO/VAS/26/00325,KINJAL ENGINEERING WORKS,13-08-2025,PPR/VAS/26/01110,12-08-2025,0.0,-1,No Receipt,August 2025
PO/VAS/26/00326,VISION INDUSTRIALS,14-08-2025,NAN,No Receipt,2030.0,,No Receipt,No Receipt
PO/VAS/26/00327,PRINTSOUK,15-08-2025,PPR/VAS/26/01842,29-10-2025,72800.0,75,>15 days,October 2025
PO/VAS/26/00328,Kurz India Pvt. Ltd.,18-08-2025,PPR/VAS/26/01294,05-09-2025,17.1,18,>15 days,September 2025
PO/VAS/26/00329,KINJAL ENGINEERING WORKS,18-08-2025,PPR/VAS/26/01154,18-08-2025,0.0,0,≤15 days,August 2025
PO/VAS/26/00330,MEHTA AND COMPANY,18-08-2025,PPR/VAS/26/01153,11-08-2025,0.0,-7,No Receipt,August 2025
PO/VAS/26/00331,TISO INDUSTRIES,18-08-2025,PPR/VAS/26/01152,12-08-2025,0.0,-6,No Receipt,August 2025
PO/VAS/26/00332,nan,18-08-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/VAS/26/00333,RONCH POLYMERS PVT LTD,20-08-2025,PPR/VAS/26/01285,01-09-2025,0.0,12,≤15 days,September 2025
PO/VAS/26/00334,KINJAL ENGINEERING WORKS,05-08-2025,PPR/VAS/26/01168,20-08-2025,0.0,15,≤15 days,August 2025
PO/VAS/26/00335,MEHTA AND COMPANY,21-08-2025,PPR/VAS/26/01526,25-09-2025,38.0,35,>15 days,September 2025
PO/VAS/26/00336,TISO INDUSTRIES,21-08-2025,PPR/VAS/26/01423,16-09-2025,1486.0,26,>15 days,September 2025
PO/VAS/26/00337,TISO INDUSTRIES,22-08-2025,PPR/VAS/26/01211,25-08-2025,0.0,3,≤15 days,August 2025
PO/VAS/26/00338,RONCH POLYMERS PVT LTD,25-08-2025,PPR/VAS/26/01482,21-09-2025,82.0,27,>15 days,September 2025
PO/VAS/26/00339,LEMONLITE,28-08-2025,PPR/VAS/26/01663,09-10-2025,5.0,42,>15 days,October 2025
PO/VAS/26/00340,ROYAL CERAMIC,29-08-2025,PPR/VAS/26/01265,30-08-2025,0.0,1,≤15 days,August 2025
PO/VAS/26/00341,KINJAL ENGINEERING WORKS,29-08-2025,PPR/VAS/26/01263,30-08-2025,0.0,1,≤15 days,August 2025
PO/VAS/26/00342,MAHAVIR COMPUTER STATIONERY and XEROX,01-09-2025,PPR/VAS/26/01300,10-09-2025,0.0,9,≤15 days,September 2025
PO/VAS/26/00343,Manoj Enterprises,01-09-2025,PPR/VAS/26/01396,13-09-2025,0.0,12,≤15 days,September 2025
PO/VAS/26/00344,RAJU HOTKAR,01-09-2025,PPR/VAS/26/01360,12-09-2025,0.0,11,≤15 days,September 2025
PO/VAS/26/00345,TANISHA ENTERPRISES,01-09-2025,NAN,No Receipt,10000.0,,No Receipt,No Receipt
PO/VAS/26/00346,TISO INDUSTRIES,01-09-2025,PPR/VAS/26/01872,31-10-2025,8260.0,60,>15 days,October 2025
PO/VAS/26/00347,KMUNOTAG PRIVATE LIMITED,01-09-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/VAS/26/00348,Ramaya Packaging,01-09-2025,PPR/VAS/26/01362,12-09-2025,0.0,11,≤15 days,September 2025
PO/VAS/26/00349,Gyanesh Print And Pack,01-09-2025,PPR/VAS/26/01636,08-10-2025,1897.0,37,>15 days,October 2025
PO/VAS/26/00350,PRINT LINE,01-09-2025,PPR/VAS/26/01392,13-09-2025,15.0,12,≤15 days,September 2025
PO/VAS/26/00351,MOKSH TRADING CO,01-09-2025,PPR/VAS/26/01366,12-09-2025,576.0,11,≤15 days,September 2025
PO/VAS/26/00352,PRINTSOUK,01-09-2025,PPR/VAS/26/01302,10-09-2025,2000.0,9,≤15 days,September 2025
PO/VAS/26/00353,MEHTA AND COMPANY,01-09-2025,PPR/VAS/26/01512,25-09-2025,192.0,24,>15 days,September 2025
PO/VAS/26/00354,BPMK Visual Solutions Pvt Ltd,22-08-2025,PPR/VAS/26/01272,01-09-2025,1.4300000000000002,10,≤15 days,September 2025
PO/VAS/26/00355,KINJAL ENGINEERING WORKS,30-08-2025,PPR/VAS/26/01266,30-08-2025,0.0,0,≤15 days,August 2025
PO/VAS/26/00356,KINJAL ENGINEERING WORKS,30-08-2025,PPR/VAS/26/01274,01-09-2025,0.0,2,≤15 days,September 2025
PO/VAS/26/00357,MORYA ENTERPRISES,01-09-2025,PPR/VAS/26/01292,03-09-2025,0.0,2,≤15 days,September 2025
PO/VAS/26/00358,KINJAL ENGINEERING WORKS,01-09-2025,PPR/VAS/26/01276,01-09-2025,0.0,0,≤15 days,September 2025
PO/VAS/26/00359,G.KHANNA and CO.,01-09-2025,PPR/VAS/26/01365,12-09-2025,0.0,11,≤15 days,September 2025
PO/VAS/26/00360,G.KHANNA and CO.,01-09-2025,PPR/VAS/26/01367,12-09-2025,0.0,11,≤15 days,September 2025
PO/VAS/26/00361,ACN PLASTIC,01-09-2025,PPR/VAS/26/01355,12-09-2025,0.0,11,≤15 days,September 2025
PO/VAS/26/00362,RUPAL PLASTICS PVT LTD,01-09-2025,PPR/VAS/26/01391,13-09-2025,0.0,12,≤15 days,September 2025
PO/VAS/26/00363,RIDDHI SIDDHI CORPORATION,01-09-2025,PPR/VAS/26/01363,12-09-2025,0.0,11,≤15 days,September 2025
PO/VAS/26/00364,KINJAL ENGINEERING WORKS,01-09-2025,PPR/VAS/26/01594,30-09-2025,54130.0,29,>15 days,September 2025
PO/VAS/26/00365,Gyanesh Print And Pack,03-09-2025,PPR/VAS/26/01290,03-09-2025,0.0,0,≤15 days,September 2025
PO/VAS/26/00366,NAVKAR ELECTRICALS,03-09-2025,PPR/VAS/26/01567,29-09-2025,0.0,26,>15 days,September 2025
PO/VAS/26/00367,RIDDHI SIDDHI CORPORATION,05-09-2025,PPR/VAS/26/01364,12-09-2025,0.0,7,≤15 days,September 2025
PO/VAS/26/00368,Harshali Optoelectronics Private Limited,05-09-2025,PPR/VAS/26/01596,30-09-2025,0.0,25,>15 days,September 2025
PO/VAS/26/00369,KGN LIGHTS PVT LTD,05-09-2025,NAN,No Receipt,2100.0,,No Receipt,No Receipt
PO/VAS/26/00370,Lumirise Private Limited,05-09-2025,PPR/VAS/26/01883,01-11-2025,642.0,57,>15 days,November 2025
PO/VAS/26/00371,RONCH POLYMERS PVT LTD,05-09-2025,PPR/VAS/26/01899,05-11-2025,1214.0,61,>15 days,November 2025
PO/VAS/26/00372,KINJAL ENGINEERING WORKS,05-09-2025,PPR/VAS/26/01295,05-09-2025,0.0,0,≤15 days,September 2025
PO/VAS/26/00373,KINJAL ENGINEERING WORKS,05-09-2025,NAN,No Receipt,1600.0,,No Receipt,No Receipt
PO/VAS/26/00374,PRINTSOUK,08-09-2025,PPR/VAS/26/01488,22-09-2025,1400.0,14,≤15 days,September 2025
PO/VAS/26/00375,TISO INDUSTRIES,08-09-2025,PPR/VAS/26/01522,25-09-2025,185.0,17,>15 days,September 2025
PO/VAS/26/00376,MEHTA AND COMPANY,08-09-2025,PPR/VAS/26/01527,25-09-2025,1043.0,17,>15 days,September 2025
PO/VAS/26/00377,SHREE BHERUNATH ENTERPRISES,09-09-2025,PPR/VAS/26/01326,10-09-2025,0.0,1,≤15 days,September 2025
PO/VAS/26/00378,MEHTA AND COMPANY,11-09-2025,PPR/VAS/26/01528,25-09-2025,126.0,14,≤15 days,September 2025
PO/VAS/26/00379,MOKSH TRADING CO,11-09-2025,PPR/VAS/26/01420,16-09-2025,2.0,5,≤15 days,September 2025
PO/VAS/26/00380,TISO INDUSTRIES,11-09-2025,PPR/VAS/26/01879,01-11-2025,3737.0,51,>15 days,November 2025
PO/VAS/26/00381,S M MODULAR LLP,11-09-2025,PPR/VAS/26/01995,12-11-2025,294.0,62,>15 days,November 2025
PO/VAS/26/00382,S M MODULAR LLP,11-09-2025,NAN,No Receipt,2500.0,,No Receipt,No Receipt
PO/VAS/26/00383,ASHOKA ENTERPRISES,11-09-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/VAS/26/00384,ASHOKA ENTERPRISES,11-09-2025,PPR/VAS/26/01916,05-11-2025,0.0,55,>15 days,November 2025
PO/VAS/26/00385,TISO INDUSTRIES,12-09-2025,PPR/VAS/26/01398,15-09-2025,0.0,3,≤15 days,September 2025
PO/VAS/26/00386,TISO INDUSTRIES,13-09-2025,PPR/VAS/26/01767,16-10-2025,531.0,33,>15 days,October 2025
PO/VAS/26/00387,S M MODULAR LLP,13-09-2025,PPR/VAS/26/01997,12-11-2025,13903.0,60,>15 days,November 2025
PO/VAS/26/00388,TISO INDUSTRIES,13-09-2025,PPR/VAS/26/01931,06-11-2025,21582.0,54,>15 days,November 2025
PO/VAS/26/00389,RONCH POLYMERS PVT LTD,13-09-2025,PPR/VAS/26/01707,11-10-2025,0.0,28,>15 days,October 2025
PO/VAS/26/00390,TISO INDUSTRIES,15-09-2025,PPR/VAS/26/01821,28-10-2025,99750.0,43,>15 days,October 2025
PO/VAS/26/00391,RIDDHI SIDDHI CORPORATION,15-09-2025,PPR/VAS/26/01544,26-09-2025,0.0,11,≤15 days,September 2025
PO/VAS/26/00392,RIDDHI SIDDHI CORPORATION,15-09-2025,PPR/VAS/26/01475,20-09-2025,0.0,5,≤15 days,September 2025
PO/VAS/26/00393,ACN PLASTIC,15-09-2025,PPR/VAS/26/01556,29-09-2025,0.0,14,≤15 days,September 2025
PO/VAS/26/00394,LESOL CITY LIMITED,15-09-2025,PPR/VAS/26/01506,25-09-2025,4.0,10,≤15 days,September 2025
PO/VAS/26/00395,MAHAVIR COMPUTER STATIONERY and XEROX,16-09-2025,PPR/VAS/26/01464,19-09-2025,0.0,3,≤15 days,September 2025
PO/VAS/26/00396,TISO INDUSTRIES,16-09-2025,PPR/VAS/26/01868,31-10-2025,5490.0,45,>15 days,October 2025
PO/VAS/26/00397,MEHTA AND COMPANY,16-09-2025,PPR/VAS/26/01841,29-10-2025,35.0,43,>15 days,October 2025
PO/VAS/26/00398,PRINT LINE,16-09-2025,PPR/VAS/26/01557,29-09-2025,543.0,13,≤15 days,September 2025
PO/VAS/26/00399,MOKSH TRADING CO,16-09-2025,PPR/VAS/26/01599,30-09-2025,0.0,14,≤15 days,September 2025
PO/VAS/26/00400,TISO INDUSTRIES,17-09-2025,PPR/VAS/26/01755,15-10-2025,1009.0,28,>15 days,October 2025
PO/VAS/26/00401,Siddharth Enterprises,17-09-2025,NAN,No Receipt,2800.0,,No Receipt,No Receipt
PO/VAS/26/00402,InnovativeX Solutions,15-09-2025,PPR/VAS/26/01435,17-09-2025,0.0,2,≤15 days,September 2025
PO/VAS/26/00403,LABDHI ENTERPRISES,17-09-2025,PPR/VAS/26/01554,27-09-2025,25.0,10,≤15 days,September 2025
PO/VAS/26/00404,Chintamani Enterprises,17-09-2025,PPR/VAS/26/01888,04-11-2025,12.0,48,>15 days,November 2025
PO/VAS/26/00405,Gyanesh Print And Pack,17-09-2025,PPR/VAS/26/01603,30-09-2025,567.0,13,≤15 days,September 2025
PO/VAS/26/00406,nan,17-09-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/VAS/26/00407,TISO INDUSTRIES,19-09-2025,PPR/VAS/26/01469,20-09-2025,0.0,1,≤15 days,September 2025
PO/VAS/26/00408,G.KHANNA and CO.,19-09-2025,PPR/VAS/26/01606,03-10-2025,0.0,14,≤15 days,October 2025
PO/VAS/26/00409,ACN PLASTIC,19-09-2025,PPR/VAS/26/01664,10-10-2025,0.0,21,>15 days,October 2025
PO/VAS/26/00410,SHREE BHERUNATH ENTERPRISES,19-09-2025,PPR/VAS/26/01510,25-09-2025,0.0,6,≤15 days,September 2025
PO/VAS/26/00411,TISO INDUSTRIES,20-09-2025,PPR/VAS/26/01922,06-11-2025,419.0,47,>15 days,November 2025
PO/VAS/26/00412,TISO INDUSTRIES,22-09-2025,PPR/VAS/26/01490,22-09-2025,0.0,0,≤15 days,September 2025
PO/VAS/26/00413,STREAMLINE OVERSEAS,22-09-2025,PPR/VAS/26/01514,25-09-2025,0.0,3,≤15 days,September 2025
PO/VAS/26/00414,SHRI RAM PETRO TRADE PRIVATE LIMITED,01-10-2025,PPR/VAS/26/01805,20-10-2025,0.0,19,>15 days,October 2025
PO/VAS/26/00415,SHRI RAM PETRO TRADE PRIVATE LIMITED,23-09-2025,PPR/VAS/26/01609,04-10-2025,0.0,11,≤15 days,October 2025
PO/VAS/26/00416,SUPER SALES,01-10-2025,PPR/VAS/26/01739,13-10-2025,0.0,12,≤15 days,October 2025
PO/VAS/26/00417,Earth Poly Pack,23-09-2025,PPR/VAS/26/01509,25-09-2025,0.0,2,≤15 days,September 2025
PO/VAS/26/00418,Gyanesh Print And Pack,23-09-2025,PPR/VAS/26/01587,30-09-2025,2.0,7,≤15 days,September 2025
PO/VAS/26/00419,RAJIV PLASTICS INDUSTRIES,23-09-2025,PPR/VAS/26/01639,08-10-2025,0.0,15,≤15 days,October 2025
PO/VAS/26/00420,RONCH POLYMERS PVT LTD,01-10-2025,PPR/VAS/26/01811,28-10-2025,3666.0,27,>15 days,October 2025
PO/VAS/26/00421,G.KHANNA and CO.,01-10-2025,PPR/VAS/26/01665,10-10-2025,0.0,9,≤15 days,October 2025
PO/VAS/26/00422,G.KHANNA and CO.,01-10-2025,PPR/VAS/26/01666,10-10-2025,0.0,9,≤15 days,October 2025
PO/VAS/26/00423,RUPAL PLASTICS PVT LTD,01-10-2025,PPR/VAS/26/01735,13-10-2025,0.0,12,≤15 days,October 2025
PO/VAS/26/00424,ACN PLASTIC,01-10-2025,PPR/VAS/26/01736,13-10-2025,0.0,12,≤15 days,October 2025
PO/VAS/26/00425,KINJAL ENGINEERING WORKS,01-10-2025,PPR/VAS/26/01884,01-11-2025,70055.0,31,>15 days,November 2025
PO/VAS/26/00426,KANVAS HOME PRODUCTS,01-10-2025,PPR/VAS/26/01638,08-10-2025,0.0,7,≤15 days,October 2025
PO/VAS/26/00427,Kurz India Pvt. Ltd.,01-10-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/VAS/26/00428,KHUSHI MULTIPACK SOLUTIONS LLP,01-10-2025,PPR/VAS/26/01815,28-10-2025,0.0,27,>15 days,October 2025
PO/VAS/26/00429,Kuloday Compu Forms,01-10-2025,NAN,No Receipt,30000.0,,No Receipt,No Receipt
PO/VAS/26/00430,Ramaya Packaging,01-10-2025,PPR/VAS/26/01808,28-10-2025,0.0,27,>15 days,October 2025
PO/VAS/26/00431,Gyanesh Print And Pack,01-10-2025,PPR/VAS/26/01951,07-11-2025,2733.0,37,>15 days,November 2025
PO/VAS/26/00432,PRINT LINE,01-10-2025,PPR/VAS/26/01944,07-11-2025,521.0,37,>15 days,November 2025
PO/VAS/26/00433,MOKSH TRADING CO,01-10-2025,PPR/VAS/26/01619,07-10-2025,2000.0,6,≤15 days,October 2025
PO/VAS/26/00434,PRINTSOUK,01-10-2025,PPR/VAS/26/01854,30-10-2025,6491.0,29,>15 days,October 2025
PO/VAS/26/00435,Bombay Electrical components,01-10-2025,PPR/VAS/26/01740,14-10-2025,0.0,13,≤15 days,October 2025
PO/VAS/26/00436,TISO INDUSTRIES,01-10-2025,PPR/VAS/26/02018,13-11-2025,22537.0,43,>15 days,November 2025
PO/VAS/26/00437,MEHTA AND COMPANY,01-10-2025,PPR/VAS/26/01950,07-11-2025,1475.0,37,>15 days,November 2025
PO/VAS/26/00438,KHUSHI MULTIPACK SOLUTIONS LLP,29-09-2025,PPR/VAS/26/01586,30-09-2025,0.0,1,≤15 days,September 2025
PO/VAS/26/00439,S M MODULAR LLP,30-09-2025,PPR/VAS/26/01585,30-09-2025,0.0,0,≤15 days,September 2025
PO/VAS/26/00440,TISO INDUSTRIES,30-09-2025,PPR/VAS/26/01584,30-09-2025,0.0,0,≤15 days,September 2025
PO/VAS/26/00441,KANKAI ENTERPRISES,01-10-2025,PPR/VAS/26/01866,31-10-2025,0.0,30,>15 days,October 2025
PO/VAS/26/00442,NAVKAR ELECTRICALS,01-10-2025,PPR/VAS/26/01600,30-09-2025,20000.0,-1,No Receipt,September 2025
PO/VAS/26/00443,SUN LABEL MANUFACTURING,01-10-2025,PPR/VAS/26/01640,08-10-2025,0.0,7,≤15 days,October 2025
PO/VAS/26/00444,ACN PLASTIC,01-10-2025,PPR/VAS/26/01757,15-10-2025,0.0,14,≤15 days,October 2025
PO/VAS/26/00445,SHREE BALAJI PRINTERS,03-10-2025,PPR/VAS/26/01605,03-10-2025,0.0,0,≤15 days,October 2025
PO/VAS/26/00446,Mukund Jain enterprises,03-10-2025,PPR/VAS/26/01607,03-10-2025,222.0,0,≤15 days,October 2025
PO/VAS/26/00447,ACN PLASTIC,03-10-2025,PPR/VAS/26/01830,29-10-2025,0.0,26,>15 days,October 2025
PO/VAS/26/00448,NAVKAR ELECTRICALS,03-10-2025,PPR/VAS/26/01610,07-10-2025,0.0,4,≤15 days,October 2025
PO/VAS/26/00449,RUPAL PLASTICS PVT LTD,03-10-2025,PPR/VAS/26/01734,13-10-2025,0.0,10,≤15 days,October 2025
PO/VAS/26/00450,WISTO TECH,07-10-2025,PPR/VAS/26/01630,07-10-2025,0.0,0,≤15 days,October 2025
PO/VAS/26/00451,Harshali Optoelectronics Private Limited,07-10-2025,PPR/VAS/26/01685,10-10-2025,1570.0,3,≤15 days,October 2025
PO/VAS/26/00452,TWOBROS AND CO,07-10-2025,PPR/VAS/26/02014,13-11-2025,856.0,37,>15 days,November 2025
PO/VAS/26/00453,P5 MARKETING,07-10-2025,PPR/VAS/26/01972,10-11-2025,0.0,34,>15 days,November 2025
PO/VAS/26/00454,Mukund Jain enterprises,07-10-2025,PPR/VAS/26/01747,14-10-2025,0.0,7,≤15 days,October 2025
PO/VAS/26/00455,TWOBROS AND CO,07-10-2025,NAN,No Receipt,1380.0,,No Receipt,No Receipt
PO/VAS/26/00456,NAVKAR ELECTRICALS,08-10-2025,PPR/VAS/26/01844,29-10-2025,591.0,21,>15 days,October 2025
PO/VAS/26/00457,SHRI RAM PETRO TRADE PRIVATE LIMITED,08-10-2025,PPR/VAS/26/01667,10-10-2025,0.0,2,≤15 days,October 2025
PO/VAS/26/00458,Kurz India Pvt. Ltd.,09-10-2025,PPR/VAS/26/01770,16-10-2025,3.3,7,≤15 days,October 2025
PO/VAS/26/00459,MEHTA AND COMPANY,09-10-2025,PPR/VAS/26/01870,31-10-2025,1118.0,22,>15 days,October 2025
PO/VAS/26/00460,KINJAL ENGINEERING WORKS,01-11-2025,PPR/VAS/26/02013,13-11-2025,45780.0,12,≤15 days,November 2025
PO/VAS/26/00461,PRINT LINE,01-11-2025,PPR/VAS/26/01971,10-11-2025,2572.0,9,≤15 days,November 2025
PO/VAS/26/00462,MOKSH TRADING CO,01-11-2025,PPR/VAS/26/01976,10-11-2025,2563.0,9,≤15 days,November 2025
PO/VAS/26/00463,TISO INDUSTRIES,01-11-2025,PPR/VAS/26/02017,13-11-2025,443469.0,12,≤15 days,November 2025
PO/VAS/26/00464,MEHTA AND COMPANY,01-11-2025,PPR/VAS/26/02019,13-11-2025,61030.0,12,≤15 days,November 2025
PO/VAS/26/00465,DURGESH METAL FINISHING WORKS,01-11-2025,NAN,No Receipt,500.0,,No Receipt,No Receipt
